VZmax,VPzabove1,VPzabove3,VPzabove4,VZq90,VZq95,VFHD,VSlope,VAspect,Depth
2.658,75.25174284,0,0,2.138,2.2675,2.695681687,2.615680833,272.9216328,3.034945879
7.453,96.20814816,50.90527158,31.46015233,5.393,5.9,2.229873301,9.57344844,25.59816128,1.309203953
23.602,97.36739143,77.98893298,68.20747862,15.009,18.758,2.206807986,8.822946072,260.1851607,0.680578208
15.412,96.39534884,46.39534884,33.25581395,8.5947,10.16795,3.120446935,6.819747787,148.2896287,0.679344826
27.483,99.97858178,94.43785422,91.2992619,22.582,24.34,2.070686205,2.963266355,185.2432495,0.975958621
22.685,99.83016064,91.8774326,86.26424174,17.455,18.922,2.689222369,8.872143411,242.3426231,0.824457564
29.168,99.86433152,95.48593981,92.7725703,27.145,27.8403,2.936016534,3.839491436,30.99119609,1.028245443
29.085,99.60914761,87.73388773,80.75675676,22.3832,25.1304,2.810778457,2.436992202,183.7969797,0.753662109
27.773,99.94174453,93.80923573,89.72463086,23.586,25.032,2.194025362,5.211888726,296.9043002,0.975412109
25.325,98.91041162,72.39709443,64.28571429,19.173,23.56925,2.722120302,2.441004649,162.2435766,1.009078776
10.681,99.74298565,76.64382095,59.99143286,8.3953,9.025,3.030520264,2.734349463,251.1778467,1.389912109
28.054,99.9921939,96.604348,94.5513446,23.281,25.232,3.022136575,5.200009788,146.6553202,0.802769252
25.071,99.96957183,87.87654858,80.40425994,18.8228,20.4908,2.883463373,9.374670794,256.3101226,1.027323874
27.27,100,95.01716029,92.90708021,25.085,25.745,2.904933223,13.91904399,280.7090174,0.808769252
24.195,100,91.44579671,86.84020735,19.823,21.572,2.956553031,6.442361951,261.8686481,0.890467665
25.62,99.99456618,92.32201102,88.12403602,20.66,21.955,2.036455673,5.119536756,100.8417229,0.92712508
9.632,99.84589041,74.87728311,61.85502283,7.692,8.372,2.685046832,2.809646317,209.099456,1.150037632
23.06,99.99612973,93.91593777,88.1066646,19.3193,20.605,2.073555649,6.524311583,93.97599602,0.660617992
26.232,100,90.69558344,85.33767141,21.632,23.3939,2.025543879,2.618542289,221.1234828,0.832883285
26.224,99.72015346,92.22748815,87.67772512,20.238,22.039,3.037466725,2.8969535,153.8614586,0.865977683
22.287,100,84.375,78.08823529,17.1983,19.237,2.517512757,3.983817419,165.2982548,0.906082322
24.967,99.98385847,93.90711088,90.18003185,20.905,22.25325,2.892897567,6.879296999,186.7128466,0.68227166
13.192,99.98743865,75.39137919,61.84861244,9.065,10.323,2.827887636,10.97322197,179.5593075,1.095110175
12.846,98.08652491,59.68926222,40.65877585,6.995,9.271,2.72288745,11.46832028,41.043884,1.057207637
24.447,99.85409807,97.36686449,95.02553284,20.313,21.496,2.111245504,6.722389096,62.38653544,0.757732883
27.113,99.9938379,89.91468909,83.97784381,21.788,23.459,2.242193326,11.8976214,48.43611298,0.895342721
10.463,99.94154073,68.15701728,55.17039796,8.045,8.655,2.935448547,2.421916375,82.95144427,0.985983538
8.245,100,100,100,8.044,8.075,2.975518285,2.527846196,234.0393763,0.963245443
10.394,99.87361691,65.97073364,51.19754173,7.323,8.211,2.927019422,8.821662324,262.5101297,1.154973838
24.504,100,93.41814374,92.76267308,22.017,22.934,2.920023431,4.701424159,151.1094724,0.64912003
24.851,99.96728256,89.59132779,83.26137236,18.443,20.283,2.215989011,5.564907312,205.5212898,0.912167616
10.199,99.99266761,74.62462218,58.11818189,7.576,8.136,2.237230482,2.363872318,184.4011499,0.967724609
24.841,100,93.88728167,90.55631544,20.5858,21.799,2.580385245,10.97349646,273.3306486,0.897853286
16.34,100,95.12100678,93.93998064,15.219,15.744,2.908726331,3.657739511,150.7387155,0.954457564
22.773,99.61375622,95.33536359,94.15434896,20.008,21.0816,2.987242709,12.92758097,114.7465081,1.000392879
25.439,99.97264471,83.26950432,77.36623263,19.5836,20.68,2.838500062,3.307831766,124.8077365,1.05228248
9.145,97.64134582,54.82136663,45.421436,6.895,8.265,2.913193811,4.360129509,173.9116496,1.229512109
9.958,99.7740113,44.74576271,41.24293785,8.4444,8.738,2.853422123,7.776643706,306.2531555,0.902512109
16.693,99.96270615,87.52042086,80.20026469,12.599,13.8791,2.964367102,5.440551418,97.68594494,0.930699146
24.395,99.49361594,89.5250841,82.31996238,21.826,22.7148,2.461095239,3.882540162,218.9036428,0.722667211
18.271,99.6171423,84.34415869,78.89299431,14.147,15.59825,2.142159784,7.049596465,210.1416017,0.947044298
23.344,100,97.31602518,93.60626967,21.367,21.943,2.220579846,3.543653134,115.8373291,0.942779756
10.967,99.60583366,65.8454868,50.14165353,7.797,8.7,2.118834556,3.326214791,310.2045712,1.134337363
25.617,99.98683128,83.3382716,78.11028807,21.0736,22.9386,2.914685161,3.826825252,195.2179365,0.918548473
9.778,99.90247279,65.75221796,45.52004027,6.894,7.765,2.758823194,6.248506175,48.16182869,0.982223937
9.969,100,70.508945,53.5979001,7.547,8.299,2.531688473,5.914302156,320.2559272,0.844003018
23.074,100,90.18861926,82.51393678,16.959,18.8995,2.766547066,10.76189005,144.2738291,0.619446993
9.018,99.93414005,66.1019639,48.26105931,6.996,7.553,2.945489788,1.58895485,196.8367344,0.99267073
11.414,100,75.38197302,60.59684403,8.561,9.354,2.029353207,6.711485169,158.8386869,1.039508884
9.539,99.66235147,65.03110677,53.59416084,6.999,8.099,2.351030442,13.86936863,49.3442958,0.954503997
10.077,99.74583369,70.00548768,55.96568755,8.005,8.7368,2.91030276,1.837797201,192.0424505,1.173412109
19.617,100,74.20969543,64.42955604,12.67,13.5005,1.215115265,16.21622935,155.7845588,0.864534751
21.655,99.71297597,88.57666969,82.88063642,16.595,18.098,2.206336754,4.744200256,280.602675,0.850516948
24.868,100,93.1373369,89.47724992,20.641,21.967,2.158830781,4.452377341,142.0027736,1.026091087
10.966,100,86.04590988,77.68454515,9.525,10.055,2.118477183,1.847004912,270.3635345,0.81497235
8.713,99.98621184,51.250586,41.22935223,6.433,6.923,2.046449919,5.285261684,55.278027,1.196093928
22.729,100,88.48513038,77.835596,12.104,15.2884,2.181457408,6.052850777,217.8081979,0.807875534
15.295,99.9881163,81.12010458,69.64771437,11.091,12.291,2.109789192,4.531988154,96.65984344,0.810371879
25.849,99.88570791,91.57119096,88.85048179,19.708,21.3912,2.79688168,14.52794427,153.9061046,1.066730291
10.629,99.96953371,71.39308664,57.18304955,8.016,8.685,2.434115576,7.733344456,247.9259955,0.991202432
10.82,99.89213948,66.04314421,50.37086288,8.074,8.831,1.813982627,2.595122356,183.114634,1.256689656
20.268,100,92.82329432,87.98172995,17.453,19.1418,2.622553181,4.868864857,150.1714683,0.829226395
9.843,99.8802196,58.6258526,47.7391449,7.541,8.0873,2.179921901,3.563292478,169.1578242,1.111053662
25.461,100,92.69333079,89.11333192,21.296,22.512,2.287591209,4.59143617,155.8953377,0.855418917
23.185,99.94637647,89.22955603,83.59119943,18.502,20.253,2.22250829,4.70984165,258.4454828,1.04908166
26.812,99.62097681,87.15960651,80.77597528,18.688,20.201,3.052968194,8.688271333,188.6257304,0.902885699
12.936,99.79697493,78.16465333,68.8153487,11.18,11.818,2.849653936,3.102303209,172.6478821,0.95746313
23.552,100,94.89638283,91.73967697,19.163,20.396,3.024326915,10.19312052,136.4507731,0.812115499
22.445,99.84659656,83.28982324,74.80343787,15.141,17.171,2.893339607,24.916601,314.0962196,0.838208597
14.075,100,74.48659937,61.642882,10.5564,11.1554,2.648476178,1.000791311,161.9573165,0.825467665
25.043,99.6964448,94.57202147,90.10101357,20.7056,22.166,1.319317809,2.516731058,253.6014069,0.684814764
19.438,100,95.33464363,93.26574946,13.787,15.35,2.34938491,9.077078462,153.6243661,1.048299206
26.467,100,91.6611806,85.54623887,19.919,21.7505,2.1120608,6.062538911,85.27728717,0.817239337
7.606,100,63.42203183,42.46583909,5.911,6.396,2.613812938,2.090393594,242.0326006,0.90568134
27.454,99.93798912,89.71495113,82.84937628,17.357,19.3,2.984918902,10.21920248,165.3100037,0.88418933
27.158,99.61112191,91.18413377,86.54792922,21.288,23.387,2.711818289,7.350217342,234.5861366,1.040730823
23.631,99.6101938,86.21336373,79.20420697,17.197,18.911,2.100113204,6.823459108,88.57375749,0.774374052
8.721,98.25682011,29.05509581,20.50281615,5.856,6.314,2.210072388,4.626562969,327.3737052,1.022698487
13.387,100,80.1809911,69.1744096,10.109,10.954,3.040965496,4.231558664,261.2423373,0.733406085
24.475,100,94.39790978,93.66018597,20.8576,21.8484,2.639253366,7.729103587,181.0427898,0.789183633
23.926,99.98222854,94.20561578,90.01066288,20.998,22.04315,1.747085196,3.83658302,228.154864,0.633245443
19.719,98.77402755,85.46563169,80.12821899,15.954,17.16715,2.381961,6.858485075,331.3050983,1.246845173
19.556,98.02659851,79.96290684,70.61837016,13.865,15.695,1.741560245,10.97845251,256.8900996,1.024222814
21.233,98.95985401,91.55109489,87.11678832,18.293,19.5261,2.946843882,5.86216789,320.0755823,1.47329881
13.714,99.01127286,80.44783523,71.9735199,10.51,11.46,2.8459872,18.26574711,165.3382207,1.288662447
21.525,100,98.73359979,94.2414632,18.52,19.62,1.281979976,3.670349678,233.8031039,1.641486771
20.357,96.87546203,71.64934415,59.52470502,7.77,8.534,2.253081824,27.77339673,310.9478455,1.435328208
25.307,99.61861175,94.49711235,91.28255421,22.3544,23.4528,3.015912323,3.274982165,67.82375474,1.395162447
17.344,98.20637699,79.82389203,68.58185953,9.163,9.773,2.986791216,11.37928487,93.09481861,1.139425597
10.798,95.62122024,64.51044936,49.76154023,7.968,8.683,2.722348245,22.15993049,291.7615458,1.49500244
4.788,95.23697794,26.56030033,6.428906617,3.7479,4.098,3.046567921,3.979815573,122.4271766,1.676448161
23.081,99.29018128,86.17952488,73.6630628,11.464,12.118,1.870595437,2.295991202,106.0454758,1.472361981
13.776,99.0728409,80.94969778,72.19547178,11.342,12.236,2.074602551,3.012770348,163.7609549,1.259725738
23.33,99.1794625,89.032096,82.15388021,15.427,16.554,2.703607813,20.0886817,308.9278412,1.163339599
20.783,99.30037313,92.98041045,84.3516791,16.3609,17.827,3.045509416,7.341679734,156.4599262,1.049290106
22.893,99.76896726,91.24731126,87.28257694,18.2218,19.7034,2.387723988,5.738233191,103.3163138,1.543126572
26.711,99.48581341,93.83079338,90.82620906,22.48,23.708,2.418472382,6.703399038,342.3350677,1.277330111
20.653,98.56817442,87.7969411,84.4126261,16.182,17.1604,2.784650287,3.42232251,176.0226007,1.275829113
22.741,98.82863791,86.75502768,79.64184656,17.202,19.181,2.327792504,4.007374838,171.722938,1.435070139
21.589,98.67817525,87.70188499,80.91664985,16.853,18.298,2.290710751,12.12310147,57.30822277,1.42575026
19.778,97.84195704,79.70070131,69.79512949,15.9106,17.782,3.037107662,1.985188517,144.8932345,1.164470139
25.796,99.00497512,89.78706468,84.95920398,20.835,23.24,1.863256653,8.778247642,91.84485919,1.239103623
14.438,99.39207105,85.80636816,73.93881907,12.0234,12.74,1.841140334,6.865366459,34.50885049,1.352821095
19.415,99.75308642,94.02469136,85.38271605,16.148,17.367,2.684790545,4.695254743,106.0474872,1.218071538
13.823,98.94952601,86.83918353,78.91365616,11.87,12.361,3.026492692,3.528959642,191.8310437,1.67049578
19.711,99.49467054,69.13377129,51.74456183,10.215,13.2988,2.611011508,5.866687637,144.1021223,1.174700908
23.748,98.78909129,84.48632902,78.60025973,18.262,20.376,3.081648059,7.754945993,265.897591,1.365699032
24.156,94.68892261,65.85735964,60.54628225,20.1,20.7863,2.911273344,1.048537479,204.3454699,1.161329113
16.872,98.90262121,86.13744398,80.32867038,13.589,14.466,2.963961442,3.89585651,237.7892696,1.225809506
23.417,98.93764812,91.97515731,90.54506824,17.4508,19.352,2.789581432,6.639604545,271.9845753,1.140846657
16.95,100,96.5437788,81.95084485,16.723,16.76,2.105611809,9.615442178,159.6525424,1.45001959
3.936,94.54099366,14.04620732,0,3.172,3.452,2.635164783,1.984532432,211.7630747,1.744037447
18.726,99.03363736,87.87281079,80.24119352,14.76,16.007,2.794476068,6.064899957,104.8800271,1.339103375
26.665,98.42724855,82.75772679,69.56639096,15.562,19.5498,1.855140404,7.320306648,43.61491394,1.265290834
25.062,99.41643744,93.2414715,89.85835111,20.5424,22.0253,2.089372381,3.431693831,164.1223381,1.173992635
13.234,96.59348978,65.96013121,59.97981327,10.0098,11.0455,2.883907934,4.259204206,37.8798009,0.731707901
23.339,96.51778955,81.02952309,76.92657078,19.0408,20.3702,2.871556249,7.056896018,239.685009,1.326707901
7.658,92.93360833,54.74857592,36.29444117,6.028,6.498,2.921626643,10.97075993,311.3775588,1.139085524
20.319,99.48165405,88.43913803,84.01281305,17.592,18.4163,2.484826222,1.318732469,218.9336744,1.660662447
26.926,99.86208799,98.23472624,97.55895739,23.365,24.501,2.830204079,2.882678378,165.2734037,1.420287447
17.265,98.96000414,86.49557614,78.6154085,14.0618,14.925,2.81404013,2.331836058,102.4203714,1.136008601
23.89,99.53060517,91.0796081,87.37422424,19.92,21.328,2.271822443,5.238826349,279.8916984,1.197282929
26.515,99.78006873,93.76632302,89.84879725,21.8443,22.888,1.849472292,3.246231782,250.5083449,1.008927153
29.974,99.72039874,97.08242159,95.8789205,27.8935,28.772,2.918791831,3.098117536,272.5007305,1.309470139
21.145,98.26146027,88.96241131,85.83002063,17.525,18.66575,2.590060543,6.462599993,310.7046814,1.286162447
24.853,99.21442591,88.80520118,84.01815505,20.023,21.717,2.304109288,5.239743174,138.6094687,1.279412447
19.247,98.95197597,84.12555629,75.56360882,14.255,16.252,2.759921052,18.92263368,310.4546908,1.337259261
21.296,99.53280393,93.2287883,90.0861745,17.227,18.462,2.300857442,13.3682934,157.089305,1.212323737
15.966,98.110917,85.93551061,78.3702958,12.5148,13.5444,2.746004985,10.58625956,155.1740356,1.447288233
24.953,99.56022185,94.02207983,89.82289239,21.414,22.597,2.365867682,6.772265367,308.0702152,1.252182178
10.817,95.42174109,79.04826342,71.24492558,9.3087,9.92145,2.756303899,10.90819887,165.9613546,1.309662447
24.091,99.90686535,98.90899415,97.96434274,20.8945,22.273,3.068202113,4.444222421,248.8232908,1.364781494
18.22,99.98213116,87.00935136,82.12520102,15.502,16.325,3.050796544,7.569743655,46.20929943,1.082907128
21.622,98.92811474,90.50472632,85.3922724,17.552,19.006,2.403629956,5.040686403,182.0715338,1.206198591
16.862,97.3258138,74.86636816,63.491006,12.95,14.3315,2.111721725,4.961922978,106.6138362,0.92654942
2.954,85.83569405,0,0,2.312,2.4405,2.844637198,7.303905286,263.5240185,1.549662447
22.107,99.83702295,90.27570284,88.15700122,19.3316,20.171,2.786749725,2.422151955,252.8202719,1.405162447
24.959,99.08793901,79.41737,73.42771576,18.4095,19.797,3.094186016,1.104035852,269.994672,1.064101222
24.064,99.79738442,94.54779886,91.78485909,21.7884,22.751,2.940175289,2.139552888,116.1213036,1.165408061
19.371,98.35906899,83.33649941,74.11779605,14.955,16.3194,2.5842994,5.382319666,269.8545404,1.302104307
25.922,98.6117837,84.34221146,76.70702179,21.5724,23.311,2.714292041,7.290532009,247.9618149,1.385079113
19.428,99.51411975,87.09129434,79.7994374,15.419,16.822,2.720331469,16.43531998,171.8605843,1.369762447
20.109,96.16755793,84.26916221,76.64884135,17.0083,18.96885,2.656960816,3.217772979,133.5015607,1.421280094
23.943,99.031952,90.96983756,85.303701,17.792,19.439,1.932400645,6.7030395,210.8508943,1.161530447
5.155,98.37362637,31.14285714,10.76923077,4.031,4.295,2.694119424,1.436166359,255.950412,1.386329113
11.413,98.56877816,63.1857938,51.65650676,9.3624,10.4412,2.95251617,3.329298193,92.32260851,1.295829113
15.584,100,96.40618471,68.84663602,6.969,7.039,2.935605523,4.674925259,180.1918902,1.694571085
25.109,98.31195138,76.56988521,68.02835922,20.613,22.3045,2.505523904,1.85057202,141.5484366,1.482814621
19.357,99.26829268,94.22764228,91.32791328,16.869,17.637,2.890437956,1.951160313,238.4660908,1.53449578
19.18,97.69570617,70.75381363,60.38852072,13.167,14.99105,2.75070891,7.938976276,205.6043137,1.410002683
13.69,93.80518668,70.28436348,60.3420705,9.1848,10.756,2.155213212,2.096407913,78.30078712,1.374662447
22.836,99.44610416,89.25420536,83.02354999,16.9006,18.736,2.963462162,5.165835976,194.4721104,1.090755039
26.39,99.65250872,91.26307633,86.51564316,18.423,19.988,2.367014049,8.859636919,115.3175245,1.026707901
23.082,99.02401367,89.69838163,84.70541204,17.714,19.34,2.302042699,5.789762651,168.2693268,1.28518664
23.34,97.94827022,87.87515006,85.14678599,20.664,21.678,2.90830812,6.918198141,235.9917679,1.287787447
25.813,99.52461375,96.12810408,94.51429286,23.435,24.5357,2.905622485,7.205180295,159.2321391,1.339662447
20.595,97.76785714,77.41071429,70.26785714,14.2419,16.939,3.036382695,1.682973559,248.9890927,1.371777831
23.175,99.97736191,93.22366435,89.48083308,19.5377,20.7817,2.671411355,4.64898802,198.3413869,1.250650819
23.137,97.59100642,89.2130621,86.16167024,20.0085,21.19,2.782096515,3.023038955,256.702456,1.26449578
22.318,99.4656554,84.67506001,78.89233797,15.284,17.28,2.619636694,18.85773404,296.3624919,1.447825829
15.723,99.24764752,87.82777527,80.33293252,12.333,13.0912,2.629958023,1.884326659,173.8166645,1.432010932
29.168,99.91898461,86.90251148,82.98676749,27.3274,28.0648,2.860446013,7.191456883,209.0170567,1.477162447
23.993,99.75955682,92.76631465,89.00766876,18.286,20.164,2.146577293,5.858556285,174.9767294,1.296393216
22.567,99.59589041,93.21917808,87.9783105,18.02,19.247,2.923026671,12.75022561,171.368279,1.169560528
25.145,99.74443435,91.39169696,87.15640618,18.042,21.268,2.591848204,3.891648624,109.421523,1.292320818
20.748,98.55317498,87.70919371,81.12863439,15.69,17.277,2.40758604,8.633374865,334.8996221,1.177334268
6.132,96.99197861,52.57352941,28.27540107,4.9218,5.2829,2.720033739,5.213725506,117.1325046,1.603829113
2.053,88.93884892,0,0,1.963,1.993,3.026689274,4.52955237,135.2671256,1.445623985
23.951,99.2903759,91.40756362,86.43449514,19.5002,21.0464,2.939009724,10.79156913,213.8044001,0.939162447
23.986,99.21875,88.87939453,83.81347656,20.8127,21.95825,2.076456985,1.606479595,300.0411127,1.347162447
20.689,98.75404663,87.30650997,81.01145298,17.292,18.492,2.869757521,4.173758615,147.979651,1.150244638
24.531,99.51601651,93.56287425,89.50642405,19.693,21.546,1.978684596,3.460853588,104.9066245,1.201716902
24.848,98.72034271,81.97221002,75.65905097,20.4585,21.88875,2.567178554,1.868206417,196.698976,1.190547062
22.933,99.18186147,85.02001757,77.92635412,16.661,18.326,2.972368938,14.77383348,182.0456172,1.270904793
19.55,98.1540931,90.11381877,84.66365096,15.351,16.5895,2.479627455,2.282277901,228.2005738,1.49579881
19.312,93.40654838,52.3009466,41.43343032,11.033,14.2539,3.051051363,17.11420301,157.0839944,1.337550796
5.023,89.066957,30.58682635,7.109417529,3.843,4.202,2.868816858,9.08302118,291.4604336,1.472102206
28.021,99.96594005,96.50885559,95.09536785,25.814,26.6349,3.100658687,4.593096273,141.316915,1.531510273
11.705,97.02763148,63.47064906,49.2508958,9.11,9.989,2.281306088,5.934797287,252.1387247,1.495166881
19.261,97.37863605,68.1359731,56.52498741,14.579,16.083,2.1316279,6.489867942,194.7440575,1.27362078
