VZmax,VPzabove1,VPzabove3,VPzabove4,VZq90,VZq95,VFHD,VSlope,VAspect,Depth
26.28,99.86891237,93.08810678,88.97274966,21.611,23.075,3.038305235,13.16728683,304.1221724,1.539231412
17.14,98.60896445,80.46628796,70.32557859,13.105,14.312,2.988243752,4.513215536,93.8268981,1.629175434
23.909,99.81150292,85.44434739,77.77113696,13.344,16.327,2.875621378,5.198130575,30.85998847,1.243316293
17.588,98.67471769,82.71251568,78.13872334,14.79,15.735,2.83840387,5.465026486,248.6671549,1.334795583
16.899,99.55123411,81.00224383,73.44801795,12.501,14.169,2.95098213,8.275386637,154.8110199,1.303948161
10.46,97.94778204,72.36023688,56.84383031,7.931,8.748,2.254343193,2.901703452,275.9734189,1.24299578
20.7,98.91492279,84.85065283,78.61443987,17.908,18.87,2.797907719,6.775961206,242.8051752,1.027750682
18.186,98.67070243,76.64017308,62.69600411,11.625,12.994,2.841803112,17.17886267,308.4102112,1.682284524
9.537,95.57179552,59.44575088,43.36022575,7.064,7.822,2.165986911,2.792705601,98.63152489,1.000840029
19.42,99.1466952,85.18122166,78.18017967,14.9194,16.277,2.806920641,4.137332045,252.3817045,1.149809506
24.953,99.40765036,90.80590591,85.48924459,20.408,22.103,2.76383113,4.313522568,104.7130481,1.366289084
21.571,99.47615484,85.76287988,79.98406111,17.302,18.987,2.951953834,4.169548951,118.6862386,1.140352102
19.184,98.97915169,90.70213276,82.32925953,15.0372,16.6352,2.788366491,5.653602296,261.5606606,0.985162447
22.842,97.36649894,82.47443597,76.30660607,18.4514,19.50885,2.504674966,1.38893907,224.3221485,1.160829113
19.562,100,87.34600325,81.21478369,16.857,18.393,2.271623596,1.562906723,104.4660628,1.414940224
24.196,99.13704541,92.21286213,89.2130676,21.643,22.7577,2.917147423,2.637219149,231.4227938,1.1230448
22.975,98.86790484,83.27594602,75.21737618,17.102,19.205,2.943972637,5.37784631,196.853423,1.308878865
18.299,99.65361044,89.75486278,85.29842792,15.237,16.275,2.937039444,6.163211145,312.4672787,1.09049578
15.158,99.81779374,82.54464053,73.4759748,12.4504,13.347,2.860932786,3.3197388,195.8202034,1.60049578
20.084,98.31587228,76.6742947,65.45482175,11.576,12.865,2.633471322,5.684335063,143.1430897,1.48619606
21.517,99.89059081,96.6356674,95.62363239,18.347,19.77765,3.107130612,3.198779187,153.9625404,1.494515388
21.924,99.53769387,91.29339549,84.69757072,17.567,18.995,2.115432453,3.532438727,111.4117382,1.254127855
23.067,99.23202472,89.50190901,83.22112442,17.4567,19.374,1.899585629,7.055452914,222.6976446,1.257957519
15.899,99.68782976,92.03306367,86.6338375,13.405,14.12285,2.998864733,14.46555763,252.5164188,1.353684186
17.472,99.51858108,86.91722973,79.09628378,14.0364,15.11615,2.884712938,1.390852201,259.4852657,1.487162447
6.078,95.65034038,40.21929032,21.25429243,4.718,5.168,2.600351528,3.965599937,202.1532996,1.475344265
12.701,99.86678339,95.32219389,90.48072165,12.365,12.431,2.101559433,4.258617135,92.61639045,1.444309988
18.825,99.4098956,92.78256922,88.28869723,16.4484,17.1832,3.040248322,5.488487685,186.305914,1.243162447
23.783,99.48791598,94.63834973,91.73412249,18.524,19.507,2.340119338,4.254551191,84.51857659,1.154664886
22.27,99.13235065,88.47293714,85.42739042,17.074,18.242,3.069507642,6.287476789,147.6093975,1.289435174
23.174,98.78688232,84.53367325,76.54803361,16.005,17.387,2.883869072,17.11892235,302.1320248,1.198451259
23.673,96.92016072,78.33257728,67.106798,16.0237,18.54,2.145697716,4.105505502,216.0132589,1.315128904
20.127,98.3109664,77.18537242,67.06723646,12.181,15.155,2.09722077,2.624456386,337.3360418,1.493890108
22.918,99.7152296,93.40398819,87.23583337,17.547,19.118,2.033222539,2.690792282,120.8269573,1.338867649
11.962,99.36447956,88.86980419,79.98969426,9.492,9.942,3.046495941,4.142131798,75.17327488,1.014162447
25.371,98.24784209,78.61032783,69.69347999,17.6243,20.405,2.628079965,14.56454917,157.2533246,1.041057495
23.837,99.24301255,87.92264007,80.17786842,12.349,14.407,3.13150549,8.670717653,171.3906591,1.123577541
23.253,98.47823819,84.88976431,78.95857494,17.136,19.24,2.012267789,3.847436027,280.9304849,1.113918502
19.86,99.64557336,91.66728199,83.81082478,16.732,17.761,3.051102084,4.748159647,50.50064969,1.455529794
21.142,98.09392808,88.01336215,83.78856357,18.4064,19.8604,2.502561569,9.369972213,200.9346246,1.402587979
24.624,99.70009372,93.71134021,90.26241799,20.6795,22.35365,3.050266159,1.740961491,223.1609743,1.351039998
14.158,98.20748299,78.82993197,69.43537415,11.069,12.2995,2.680356085,3.722959872,204.1332846,1.463510273
23.633,99.10310889,89.29014405,84.62568341,18.494,20.247,2.912767345,10.6753009,159.0483215,1.181535701
5.953,98.3074266,46.52849741,24.11053541,4.743,5.033,2.573243859,3.462530375,153.038018,1.862718002
21.489,98.90404286,94.08183147,92.93716512,18.0895,19.0705,2.758963781,2.264335069,157.5546735,1.456727664
15.593,99.83984582,87.32067482,75.74207033,12.297,13.299,2.070422224,2.394115218,120.1023941,1.524534348
18.461,98.44374902,85.92164776,77.3368937,14.138,15.399,1.821588542,9.074206924,340.763205,1.4646591
21.793,99.85071656,96.28781847,94.48646497,18.5393,20.393,2.364564646,5.344842997,269.5357777,1.405912447
18.02,99.49455555,88.77993555,79.76885054,11.84,13.385,2.826371655,26.77776011,325.6735382,1.342176675
23.937,99.97837838,88.64324324,81.51891892,19.8214,21.875,2.761086627,2.176371303,180.1426685,1.495344265
22.661,99.26991727,88.68364148,82.11548748,13.63,15.2297,3.076143032,7.624933446,172.9181415,1.369189334
26.415,99.31057124,89.38498577,87.59028234,20.305,21.92515,3.066782079,1.517234527,151.9715802,1.177351126
10.603,99.64554719,87.6107665,80.21156402,8.613,9.14,2.211948082,9.761212268,124.9531746,1.554560821
21.795,99.45246893,90.63402754,85.30399731,17.4232,18.817,2.471412687,16.13578089,166.7914925,0.994825998
22.638,99.28945904,84.82469321,77.34127432,17.298,18.569,2.937342412,3.203245065,178.7108675,1.34016586
8.52,97.1200593,66.64849899,50.59844339,6.68,7.15,2.95787608,5.820253199,78.48142412,1.325695505
23.662,96.38954869,81.65215096,75.88281869,14.721,18.3748,2.512273817,3.813696025,118.8306213,1.006245015
12.893,99.55694553,91.13891061,86.52593172,11.1737,11.638,2.685187564,3.108106664,317.8609666,1.241329113
16.078,97.73714699,75.30171373,66.18995897,12.0969,13.58425,2.968623602,1.542226959,129.7199333,1.517162447
23.601,99.46047561,97.22906288,96.82300968,19.116,21.339,2.97787135,3.365296655,121.5645316,1.300631197
19.977,99.16377141,86.52090571,78.571343,16.194,17.29605,2.270126014,3.697535476,85.7970953,1.278688643
20.744,98.54282991,87.10336375,82.18711698,17.171,18.3957,3.1002121,4.061028706,215.8951135,1.013962447
13.992,99.68119022,72.75947574,57.98795608,10.3818,12.291,2.669705129,3.272078315,143.0149803,1.358526083
25.648,98.24672554,81.52674519,73.75208492,18.8806,21.37,3.117703801,9.850138755,163.3707014,1.062192387
2.077,81.20831958,0,0,1.63,1.697,2.467230743,3.940784838,190.8243624,1.854609255
26.895,99.5687479,94.75870919,92.08389431,20.951,22.538,2.361809264,4.326328292,160.7516473,1.04107549
16.271,98.19396338,73.77906977,63.49703117,10.551,11.722,2.934174375,2.196272683,132.6654618,1.402787447
18.46,96.60541887,73.18592339,68.91933977,15.01,15.9335,2.874966549,5.279593317,299.2363892,1.30249578
6.398,95.61525936,46.26657362,20.96999302,5.427,5.679,2.755253951,2.748970672,169.8399892,1.317162447
22.65,99.52373393,96.04699159,93.11001746,19.0275,20.2206,2.585942775,10.01088548,129.8988564,1.529709616
24.056,99.83429992,97.59993786,95.72027755,20.008,20.725,2.182442162,3.664873633,82.48819695,1.179505859
20.803,98.57876529,89.1954064,83.19661899,16.153,17.803,2.692244066,4.389473645,146.3618734,1.49014946
13.279,95.38414225,53.91411317,39.63319168,8.167,10.012,2.725658523,3.874548247,122.6000928,1.377846657
11.953,97.71110706,79.17198614,72.57888018,10.5235,11.10075,3.007782811,11.22629154,285.4131233,1.462931677
23.047,99.30355796,90.48391784,83.79376435,17.737,19.316,2.076373306,6.302850261,269.1914001,1.302413843
21.226,99.49827467,88.06840952,81.95506331,15.351,16.962,2.924602175,3.08389356,186.6428125,1.093750682
15.607,98.32019094,80.30454092,68.17124384,11.71,12.9682,2.103280034,3.726692367,150.0877142,1.265266284
22.089,99.40471528,89.03422887,82.45568769,15.833,17.45,1.827858949,6.229365621,31.83703016,1.113009129
26.84,99.52330375,92.69782262,89.11817515,22.749,24.326,1.93528254,3.33632447,263.3819395,1.171822824
26.655,99.48255068,88.27341815,80.7875864,17.59,20.016,1.822431289,5.312084895,320.8806686,1.213523633
14.49,97.66953601,70.45979425,61.03296242,12.677,13.34,2.956707516,12.0974757,281.761611,2.28040569
22.879,99.29788607,92.01108201,87.22532164,19.862,21.1458,2.389984368,3.001924109,279.2112671,1.160355218
20.508,99.76142464,95.93285808,93.53858388,16.785,17.786,2.918071467,5.283537107,125.1937378,1.189058998
7.82,97.05141318,64.96619852,43.42554943,6.47,6.83,2.13743826,2.924510615,82.20629174,1.559135957
23.183,99.16422742,80.39375856,69.8539478,16.481,18.72,2.554507905,5.431625199,130.0691798,1.1747951
19.909,97.43986254,79.10652921,77.40549828,15.97,16.79925,3.046248416,5.542220273,159.0290435,1.260997033
22.318,98.26124679,72.7292301,60.78698439,8.281,11.72,2.293017015,6.782854665,137.1831284,1.610733875
6.282,96.92227845,46.45646815,26.51615415,4.972,5.392,2.434529057,6.004464896,254.3481506,1.509515388
18.168,99.67932273,93.3619805,88.72498717,15.6948,16.503,2.883088983,3.226764281,276.7314189,1.425623985
20.545,97.19797956,74.56064319,68.04351725,14.9225,16.9955,2.958768787,10.70440385,272.07798,1.30398937
7.828,96.42254771,47.74966711,33.09365291,5.445,5.8438,2.104178881,4.745548032,294.0099238,1.577389719
13.98,99.01028527,83.45485293,74.8024729,10.881,11.8505,2.441490122,3.270290827,142.3949272,1.364141613
21.025,99.83442252,83.89241603,76.09319942,15.145,17.316,2.20036999,8.458852648,334.6523107,1.187750682
19.394,98.51664585,86.72596022,82.10075843,16.287,17.183,2.752354326,6.790976174,178.269853,1.15233486
21.569,99.37038303,87.88743132,81.8738663,17.4,19.132,2.754066047,6.927542762,310.8839288,0.981592826
18.88,96.4745518,76.22428107,67.41667669,12.33,13.643,2.416122842,3.230359835,260.8094817,1.279213729
17.447,97.0531918,75.7646874,64.97608971,11.937,14.498,2.97061512,8.963096892,135.626052,1.493596555
14.443,97.0693761,75.83597458,60.88220342,9.98,11.043,2.978638341,25.46872957,301.6309638,1.502752363
24.261,96.53055464,74.90708943,60.91640401,16.195,18.363,2.128325128,8.560386372,314.0711729,1.222668555
7.299,98.07950835,58.5749952,35.60591511,5.5694,6.0769,3.003618841,1.240127422,166.6938055,1.755310595
9.449,92.80661517,60.62531305,44.61638503,7.285,8.054,2.89116483,3.857255037,165.3482323,0.948648933
21.473,99.36052541,92.84479779,89.1634981,19.243,20.221,2.389709467,4.736788896,83.80177362,1.440162447
4.579,83.05066552,17.19264348,2.053814226,3.354,3.729,2.876128767,9.275390002,288.0208834,1.632762447
17.057,99.20292696,88.5665752,82.13119038,14.8915,15.41,2.776219181,6.654431866,295.6667236,1.375662447
22.092,99.68158203,93.98357634,87.51466399,19.871,20.476,2.844804241,3.174391854,284.7510563,1.204662447
24.086,98.95006172,87.16095743,80.60026201,16.668,19.904,3.131556155,10.58792283,190.6536713,1.195685956
16.483,98.06436838,77.82346547,66.41373229,12.514,13.669,2.818717826,9.961815385,234.3106241,1.404715254
21.119,99.18384039,86.24536125,78.52534402,16.518,17.785,2.967131183,6.856783882,125.9691397,1.412564746
17.939,98.93332804,88.45630518,82.23007935,13.587,14.976,2.972345995,6.499693043,140.2991501,0.996220038
12.609,99.4247246,86.53610771,79.9755202,11.016,11.609,3.057395591,6.126242564,79.87945733,1.391672251
21.809,99.39223105,92.92122415,87.78687194,15.6409,16.702,2.991688881,10.51206232,206.2787602,1.254769214
25.322,99.42833114,94.43901441,91.330636,19.758,21.897,2.903286498,3.289471074,125.6018815,1.133600803
15.271,99.08529495,87.29231803,77.40110075,12.756,13.731,2.569279226,10.90165834,109.3558474,1.357677911
24.328,97.79032064,87.31235739,82.40062447,18.084,19.93,2.226092189,4.699858869,97.7866745,1.093237715
19.138,99.65630577,90.17143272,83.75054066,13.471,14.188,3.071436135,8.624637326,41.36173317,1.419165552
19.716,97.97917942,86.78505818,83.72320882,16.474,17.8344,2.925909558,3.459958458,77.97996628,1.331777831
2.764,91.87568157,0,0,2.054,2.214,1.974272093,26.03182204,135.5641569,1.711805304
13.936,99.35663939,86.19455351,75.00039422,11.4354,12.069,2.818953763,6.151132325,261.562164,1.539678576
3.026,70.36654621,0.103252452,0,2.392,2.5128,2.986946344,5.12731123,67.96806899,1.721329113
2.823,82.90130797,0,0,2.143,2.323,2.830606588,13.07434975,160.6038747,1.46095192
17.341,98.79125447,84.75766897,79.04231441,13.631,14.991,2.285597784,3.369345224,121.8777722,1.459986521
2.701,85.99298366,0,0,2.276,2.396,2.716968267,12.26715899,169.1624039,1.46519983
22.5,99.59281946,95.53871756,92.73094218,16.2798,17.662,2.265097745,2.647143305,155.0332397,1.097104053
20.843,98.74181171,86.31415488,80.45727248,16.058,17.157,2.150369141,2.558023914,162.0545906,1.065181315
18.387,98.29390906,83.20876931,75.13857142,13.26,14.81,2.699387397,16.47744211,328.6832547,1.487504817
21.543,99.05581391,83.57560046,72.55908729,15.6478,17.901,2.620298516,8.968268083,207.9239064,1.120493052
21.269,98.22056968,83.51086534,76.74694338,16.231,17.75,2.028921282,4.386506119,105.2534764,1.09431841
28.564,99.59214902,89.15108359,82.80378974,21.591,24.101,2.176876651,6.642390457,88.86125014,1.115635069
8.644,98.04317127,71.37381481,54.26669356,6.952,7.46045,2.918746102,6.192864821,268.7086248,1.822162447
16.353,97.88682712,72.4467195,57.98428246,13.386,14.573,2.856777648,4.631010556,59.24620717,1.493458743
23.208,99.64327984,94.89418405,91.5703136,19.174,20.3469,2.147270102,3.523995109,54.36209897,1.137892605
13.372,98.55886164,82.79271702,71.64548906,10.837,11.541,2.57396055,4.210705419,185.8953174,1.465863745
3.67,87.77043269,5.288461538,0,2.82,3.0186,2.972951234,5.870861894,250.0119405,1.570691858
22.036,99.06068904,87.20626632,82.89498822,14.489,16.8705,2.254760582,10.2161024,83.12115942,1.22875019
14.437,97.62962315,76.95872141,65.12482769,10.533,11.767,2.164742477,3.989100932,68.2452301,1.831513359
19.009,99.84652769,92.76122266,89.65340836,15.9962,16.7955,2.991392544,3.941058677,289.5837598,1.509940224
22.197,98.50709987,78.83870643,68.68011199,16.223,18.34515,2.82217577,5.496910236,115.501122,1.280366672
10.55,98.36368702,74.54342815,61.57450797,8.169,8.769,2.8047759,12.11931733,255.2417271,1.221430739
24.594,99.44871491,89.12464867,84.42721208,19.289,21.381,2.133437969,3.689457481,203.0279166,1.198412447
17.213,96.9363167,66.43717728,59.03614458,11.223,13.2164,2.948005277,1.963356531,216.7016454,1.097162447
19.86,99.67281035,91.25106482,86.87756524,16.6157,17.686,2.874277831,7.706275926,145.1711602,1.402359297
16.689,98.71589709,83.10940712,74.24848586,12.098,13.431,2.196432056,16.27578242,48.22648217,1.442524362
22.854,98.06290957,80.71821756,77.23722149,18.143,19.396,2.464598856,7.17963133,257.7506393,1.494063031
16.69,99.67296334,89.39815493,84.74642456,13.984,14.514,2.695561576,4.497898862,186.3321589,1.445858099
22.214,99.47161605,93.33654433,89.33265298,17.087,18.428,2.13339064,12.36371722,181.5560218,1.273978521
24.903,99.75170786,88.61728614,82.88492684,17.222,18.72,3.07659189,7.552366868,178.4127218,1.400622249
16.15,99.43307087,89.85826772,88.81889764,14.214,14.4046,2.70636077,3.018162714,159.2748515,1.496606891
20.312,97.28857327,83.92511298,74.95158167,17.9357,19.0823,2.979574915,5.866202641,274.4215627,1.225583499
20.421,99.15766194,86.70471823,80.46483076,16.031,17.36,1.86241877,7.344126873,342.4936044,1.342504062
2.546,73.07512832,0,0,1.616,1.7005,2.746415894,2.53102903,218.6377026,1.952968898
23.634,99.07526082,87.29648158,80.50412756,17.35,19.221,3.068680608,10.52444829,153.8926159,1.150443517
19.663,99.26646987,90.75524328,84.46737743,15.829,16.963,2.601604587,2.511698598,193.3200598,1.18886056
21.891,97.29517836,84.51587613,81.14464916,20.285,21.0865,2.54487564,3.169664477,136.9598598,1.876253356
20.554,99.66646452,94.91358399,84.8468769,17.0767,18.454,2.922988379,3.727490741,190.4068422,1.00969976
19.361,98.88126294,80.88968661,76.50244246,15.974,17.195,2.788373264,14.35576686,283.652911,1.672679688
10.931,95.92830101,75.87112725,63.50923279,9.0728,9.659,3.040350586,4.381848909,205.7861131,1.712162447
25.976,99.31325938,95.24564184,92.92128896,20.4544,21.3486,2.735307506,2.319683297,151.2054389,1.49249578
21.767,99.16238042,80.77296562,70.82928724,16.052,17.879,3.085679463,12.73572565,118.9139929,1.156539046
23.668,97.96846067,87.61188842,83.55716587,18.3399,19.856,1.636731893,2.592208672,123.9158624,1.387288829
25.013,99.77311033,95.83819525,92.99883314,20.652,22.426,2.712056612,4.880965259,91.69072287,1.353790354
11.071,97.51490388,65.43304977,58.34282269,8.446,9.363,2.99034854,1.376831394,202.6838507,1.517440224
18.751,99.28147022,90.58311455,87.15628023,15.403,16.918,2.962531213,4.634610864,96.16092121,1.218624241
11.488,98.94052559,75.08934993,63.18616874,8.726,9.628,2.879804215,5.384769472,127.9040252,1.589225227
21.964,99.02696968,63.44137176,45.00154015,7.552,9.32105,2.858032143,12.43247045,162.6730465,1.420860915
25.102,99.00886802,92.8534168,91.60146062,22.6782,23.884,2.459286619,5.876586378,214.565342,1.062616992
27.8,99.76236768,91.98531,89.56578095,23.525,25.7284,3.003409947,2.105677482,134.5148976,1.421008601
15.515,97.26633126,65.53730053,52.74546026,11.3238,12.555,1.974874762,24.86625356,156.4685869,1.369829113
25.991,99.77688381,98.19478719,96.38619384,21.255,23.07,2.617511777,3.867308433,175.6305,1.315852102
15.892,99.9754902,87.86764706,79.79166667,12.538,14.1306,2.512223176,1.468994837,197.1907244,0.959889719
24.259,98.50768082,85.25218408,78.17706473,19.544,21.139,2.119633394,12.85562547,62.22579187,1.214890347
25.919,99.82595453,91.26509301,87.91471772,22.3438,24.0538,2.805358253,2.317917018,214.9495881,1.351236521
14.96,98.03231221,78.9448236,66.65573661,10.784,11.85,3.006831862,10.58831269,198.2227452,1.482687277
24.716,99.7046275,82.58943223,76.3702002,19.998,21.74585,2.896270913,1.561322863,253.7222778,1.274854754
21.045,99.86105875,94.51902182,91.34836553,15.61,17.124,2.804542894,8.493454619,154.0913427,1.366949681
2.762,80.43654002,0,0,2.173,2.313,2.958070838,3.98544692,150.5557661,1.697465477
11.727,98.79087452,80.02281369,70.33269962,9.446,10.046,2.831283126,4.27479076,279.10851,1.282718002
14.399,98.90012533,85.26945849,74.60564415,11.799,12.5502,3.037967885,4.470190709,239.6469498,1.609448161
21.41,99.00393431,79.2803093,70.80304755,12.956,15.759,3.01884999,15.1920549,164.0177002,1.333289036
23.575,99.55425092,91.79169385,85.61426397,19.586,21.1041,3.067046003,7.624901707,95.36801332,1.468032012
22.867,99.36531019,87.00708583,79.53366753,14.966,16.482,2.411088255,9.185279651,175.1863674,1.335838595
14.391,99.3741857,83.91577853,73.50611198,11.085,11.957,2.78670152,4.600497259,161.2356067,1.374203867
10.471,98.31795105,71.34028645,56.14345266,7.807,8.596,2.979010008,8.740295049,128.5833985,1.492162447
24.228,99.56746245,93.39458155,88.68696352,20.966,22.18765,3.051120417,3.157093213,226.6894758,0.797750682
5.102,93.34131737,28.0239521,10.61077844,4.0492,4.3329,2.906962512,6.94483695,247.0812265,1.772400542
18.937,99.5396447,87.79330237,78.9610661,13.821,14.707,2.930572973,8.854222773,190.3723755,1.24163386
18.825,98.69831547,94.18070444,89.28024502,15.564,17.3197,2.829729542,2.5327667,267.4356657,1.28249578
10.593,99.22292209,79.95515542,68.30925647,8.665,9.155,2.66334786,2.989177995,239.8939819,1.421448161
29.326,99.87448103,93.32818384,90.59573235,26.493,27.5476,2.725423945,2.029387899,132.3047796,1.465583499
21.24,99.62642852,95.47293265,94.31169271,16.319,17.821,2.289829069,4.609515689,102.4430646,1.460314105
2.091,93.44,0,0,1.831,1.891,2.804979797,4.150669995,208.0791746,1.89023937
21.132,99.154972,85.3258194,79.05268828,17.085,18.623,2.0931197,3.63511214,91.48224106,1.323782897
19.807,97.6742458,89.69386239,84.79714668,13.5806,15.271,2.518239968,2.835302339,164.4144903,0.978829113
17.634,98.54195596,74.60821266,70.99285856,13.767,15.9171,3.085112434,3.090901554,109.2580712,1.427800745
23.58,98.63724435,86.73196986,81.98062433,19.981,21.34855,3.106954055,8.18939573,328.4610891,1.299553751
22.186,99.4762086,93.57746479,91.22801675,17.908,18.723,1.463499164,8.685201428,208.0310808,1.391531379
27.069,98.86052871,93.32891357,91.38559708,22.4763,24.42295,3.060608178,3.598886727,121.9210483,0.984618587
22.439,99.46351931,95.27896996,85.51502146,19.0459,20.5225,2.964721249,4.904418451,285.0954862,1.24849578
22.713,99.29118555,88.20166914,85.11489654,19.6246,20.336,2.685339338,2.182959531,229.1536009,1.422718002
21.32,97.91225416,72.88956127,66.38426626,17.7588,18.784,2.550050384,3.241135543,147.9803724,1.095057184
25.42,99.32736542,89.23784672,81.8850833,16.78,18.306,2.33033365,9.825755198,239.3080165,1.243270091
25.274,99.51170498,93.21499083,88.83620082,19.7493,20.903,1.894011128,3.936677865,273.1587742,0.983200482
22.669,99.78276509,88.87821582,80.9576824,16.9723,18.936,1.790510983,6.088027926,135.4372277,1.300908427
12.428,97.84399471,76.84328282,69.94813384,10.146,10.9068,2.85685996,2.932771111,236.7797397,0.931008601
19.943,99.58086396,90.83083579,82.57881335,16.512,17.703,2.288127503,5.640387654,346.4238251,1.335322385
5.795,93.92978841,52.6349156,34.33711071,5.007,5.265,2.995052473,2.611096966,266.5512497,1.354281091
12.199,98.61176732,67.87054279,54.77057336,9.062,10.183,2.074589125,7.045315632,324.3277424,1.448946484
25.114,97.50011494,80.31814629,71.30131948,17.128,19.926,1.788704521,4.978664411,49.89779549,1.255097413
21.977,98.74111553,86.94735574,82.94181424,19.4718,20.323,1.915674581,5.678535691,142.9527414,1.11176959
21.47,99.13569576,78.13310285,71.04580812,16.3236,16.582,2.728499658,2.995179324,280.518749,1.251777831
3.001,91.24286103,0.013598042,0,2.362,2.491,2.595254754,5.562653541,173.2736612,1.522957901
16.106,99.28617142,92.41864816,86.2846453,13.791,14.57,2.547552573,2.917360553,262.4061045,1.341162447
25.178,100,90.25608994,84.82198626,17.498,20.106,2.990848668,5.089908796,145.3730848,1.428071538
17.322,98.89504848,82.82336954,76.13056655,14.146,15.002,2.083814172,1.910946345,214.9863205,1.38416418
17.822,97.95292224,88.59269691,80.32391108,13.9413,15.381,2.840617781,3.074816916,194.9938754,1.376253356
21.052,98.36305833,82.05451963,75.27451467,16.853,18.5755,1.876703487,3.756299456,120.6566947,1.240952178
23.222,98.56210396,86.52151127,79.9475916,17.916,19.599,1.870172476,15.17277308,152.2084451,1.489817314
21.428,98.09992555,79.78410125,73.41053851,16.755,18.728,2.634251717,6.637967451,257.1145314,1.008259819
11.746,98.29853055,81.5158546,70.63676205,10.046,10.676,2.833867967,3.849089818,35.22170575,1.408700908
20.178,97.29206963,73.30754352,69.63249516,13.6002,17.69,3.067040508,5.505268728,309.9638044,1.363684186
22.773,99.87080799,94.67621252,91.83398827,18.7206,19.8902,2.870700584,3.852850273,66.19475377,1.264435174
23.856,99.61052386,90.72726666,84.29824269,18.525,20.617,2.966907252,4.161721501,143.8460289,1.289973835
4.34,93.64060677,17.67794632,1.458576429,3.3714,3.6814,2.432640823,2.601808048,229.7792618,1.317718002
22.135,99.30647542,83.69823366,74.37985423,13.879,15.667,1.937170568,4.70648873,301.4119843,1.239304433
12.583,97.45961204,78.631914,67.93585971,10.258,11.063,2.973070768,6.222226084,260.2189589,1.177162447
5.57,97.62611276,41.18976968,18.72262258,4.4968,4.8284,2.911591608,1.364319535,232.6839271,1.588980629
19.531,96.92743363,78.73982301,70.1380531,15.9682,17.3634,2.798000006,1.353005959,283.3754692,1.229448161
22.648,99.13363559,89.85051847,85.78354357,16.355,18.033,2.918342204,3.144750053,151.8552983,0.936117671
26.013,99.66680845,96.24273359,94.41726925,23.638,24.438,3.036766031,5.639567151,163.4473669,1.271191224
26.536,99.15767307,91.78731245,89.07607265,21.26,23.5801,2.770159806,3.624426733,288.1396696,1.209305304
2.498,80.23255814,0,0,1.938,2.058,2.90603365,2.190563248,244.8379423,1.445562447
16.248,98.85048258,78.11040978,66.30330962,11.408,12.923,2.655524987,7.501246158,86.72898775,1.32047805
15.667,98.26725404,78.64904552,70.21047479,10.657,12.7752,2.874728352,2.721050931,297.3339327,1.338591018
21.75,99.04103827,88.67002871,83.06477491,16.48,17.836,2.418681774,7.778270722,18.32768016,1.278096873
27.067,97.36978477,81.47083877,72.87070666,11.594,13.47,2.876220879,8.705040989,215.7943412,1.278704947
23.019,99.93373644,83.46724095,76.94027996,18.9156,20.4214,2.878734692,4.895859138,46.58097285,1.79023937
9.015,98.75648522,72.18150375,60.08399901,7.691,8.141,2.28465813,4.178489254,254.8774708,1.616537447
23.685,98.2189876,79.37339132,70.2109405,16.955,19.044,1.897377359,8.059355685,289.9959679,1.247749301
17.394,98.7992181,86.34459648,81.68109467,14.515,15.435,2.821905929,5.107378203,184.5965474,1.238162447
10.898,99.81792274,74.07378087,61.31253958,8.9167,9.528,2.657602518,3.65810643,242.7641307,1.252162447
19.766,99.35981376,89.77156991,79.38309326,16.015,17.275,2.92205263,1.643469383,152.9617679,1.122162447
21.459,99.4952293,90.71303991,86.08802709,18.988,19.839,2.615271881,4.346647226,130.3607505,1.220606155
22.557,98.75126561,87.73540331,82.97671279,18.6746,20.018,2.792021415,6.406426573,307.8756073,1.24424578
21.434,98.94478365,82.52588267,77.07061322,17.4589,19.29925,2.298056736,3.380948593,239.1939267,1.173013511
22.257,99.70826962,91.61275144,88.84837078,17.595,18.7548,2.333297818,10.28572302,270.0178665,1.170162447
23.809,99.09080033,89.9169021,84.72489348,19.339,20.892,1.997361846,4.281495745,58.95079214,1.199379515
24.1,99.6131528,98.86999898,97.97414232,21.4094,22.3566,2.477593737,9.398436844,271.2522354,1.103975794
21.86,96.06568998,85.06911626,80.49385633,16.6115,18.54925,1.685767036,10.57747173,237.7560398,1.392609027
8.852,97.03578559,58.39348794,40.42389802,6.348,6.9835,1.31721716,5.224554994,95.20471746,1.550991066
27.246,96.84063755,88.18495295,84.04455169,21.18,23.146,2.240226402,6.698699374,285.3649181,1.181522631
8.632,88.53572994,60.69706269,47.19421306,6.5148,7.0887,2.693377436,4.213415881,76.59425171,1.356377755
12.687,97.63690392,78.12367341,65.94028584,10.0254,10.7073,1.922726075,3.546362368,121.8058074,1.575940815
33.661,97.70253513,92.9422706,91.22692202,28.956,30.808,1.827727967,5.129915048,235.8763234,1.001479056
31.94,99.0246759,93.34235289,88.93219175,26.607,28.4439,2.306548457,5.802924232,107.2832777,0.872396192
22.626,99.17849141,96.26587005,93.65197909,21.4094,22.0131,2.616423633,3.179659041,110.6491754,1.018597006
19.911,99.36,92,87.19304348,15.9522,16.9459,2.859749526,11.63559784,304.7520498,1.231091179
24.28,97.93395152,90.98747356,86.83368581,20.156,21.581,2.760211743,8.636911608,151.1760136,1.111037198
26.108,99.07547951,89.89926866,84.08996826,22.9484,24.2137,1.959461586,2.913055151,160.142395,1.288142461
